# cmd=mribg args=NULL Mricom v0.1
# timestamp=2020-07-05 19:21:34.272677
TIME	RESP	PULSOX	ECG
0.00000	0.00076	0.07492	-0.00870
0.00500	0.00137	0.07492	-0.00870
0.01000	0.00168	0.07492	-0.00870
0.01500	0.00168	0.07492	-0.00870
0.02000	0.00076	0.07492	-0.00870
0.02500	0.00137	0.07462	-0.00809
0.03000	0.00107	0.07492	-0.00870
0.03500	0.00168	0.07462	-0.00839
0.04000	0.00137	0.07523	-0.00839
0.04500	0.00168	0.07431	-0.00839
0.05000	0.00137	0.07492	-0.00900
0.05500	0.00198	0.07492	-0.00839
0.06000	0.00137	0.07492	-0.00870
0.06500	0.00168	0.07462	-0.00839
0.07000	0.00137	0.07492	-0.00839
0.07500	0.00168	0.07462	-0.00870
0.08000	0.00168	0.07492	-0.00839
0.08500	0.00137	0.07462	-0.00870
0.09000	0.00137	0.07431	-0.00870
0.09500	0.00168	0.07492	-0.00870
0.10000	0.00076	0.07492	-0.00870
0.10500	0.00107	0.07492	-0.00870
0.11000	0.00107	0.07462	-0.00839
0.11500	0.00168	0.07492	-0.00839
0.12000	0.00107	0.07492	-0.00809
0.12500	0.00168	0.07462	-0.00870
0.13000	0.00137	0.07523	-0.00839
0.13500	0.00168	0.07462	-0.00870
0.14000	0.00107	0.07462	-0.00900
0.14500	0.00107	0.07462	-0.00870
0.15000	0.00168	0.07462	-0.00870
0.15500	0.00168	0.07492	-0.00839
0.16000	0.00107	0.07462	-0.00809
0.16500	0.00137	0.07523	-0.00870
0.17000	0.00137	0.07492	-0.00870
0.17500	0.00137	0.07462	-0.00870
0.18000	0.00168	0.07462	-0.00870
0.18500	0.00137	0.07492	-0.00870
0.19000	0.00168	0.07492	-0.00870
0.19500	0.00168	0.07492	-0.00870
0.20000	0.00168	0.07523	-0.00870
0.20500	0.00137	0.07492	-0.00839
0.21000	0.00107	0.07492	-0.00839
0.21500	0.00137	0.07523	-0.00870
0.22000	0.00168	0.07492	-0.00839
0.22500	0.00137	0.07462	-0.00809
0.23000	0.00137	0.07523	-0.00870
0.23500	0.00137	0.07523	-0.00839
0.24000	0.00168	0.07462	-0.00839
0.24500	0.00107	0.07431	-0.00870
0.25000	0.00168	0.07492	-0.00870
0.25500	0.00168	0.07492	-0.00839
0.26000	0.00076	0.07462	-0.00870
0.26500	0.00137	0.07492	-0.00839
0.27000	0.00107	0.07462	-0.00839
0.27500	0.00137	0.07492	-0.00870
0.28000	0.00137	0.07462	-0.00870
0.28500	0.00107	0.07462	-0.00839
0.29000	0.00137	0.07492	-0.00870
0.29500	0.00229	0.07492	-0.00870
0.30000	0.00137	0.07492	-0.00839
0.30500	0.00107	0.07492	-0.00900
0.31000	0.00137	0.07492	-0.00839
0.31500	0.00168	0.07462	-0.00839
0.32000	0.00137	0.07462	-0.00870
0.32500	0.00137	0.07462	-0.00870
0.33000	0.00168	0.07492	-0.00839
0.33500	0.00198	0.07523	-0.00870
0.34000	0.00137	0.07492	-0.00809
0.34500	0.00137	0.07462	-0.00870
0.35000	0.00137	0.07462	-0.00839
0.35500	0.00137	0.07462	-0.00931
0.36000	0.00137	0.07462	-0.00839
0.36500	0.00137	0.07462	-0.00870
0.37000	0.00168	0.07462	-0.00839
0.37500	0.00137	0.07462	-0.00809
0.38000	0.00107	0.07523	-0.00870
0.38500	0.00107	0.07523	-0.00870
0.39000	0.00168	0.07492	-0.00870
0.39500	0.00137	0.07462	-0.00870
0.40000	0.00137	0.07523	-0.00870
0.40500	0.00107	0.07462	-0.00870
0.41000	0.00168	0.07492	-0.00900
0.41500	0.00137	0.07492	-0.00839
0.42000	0.00137	0.07462	-0.00870
0.42500	0.00137	0.07492	-0.00870
0.43000	0.00107	0.07462	-0.00870
0.43500	0.00168	0.07492	-0.00900
0.44000	0.00137	0.07462	-0.00870
0.44500	0.00168	0.07523	-0.00900
0.45000	0.00168	0.07523	-0.00839
0.45500	0.00168	0.07431	-0.00870
0.46000	0.00107	0.07492	-0.00870
0.46500	0.00107	0.07523	-0.00870
0.47000	0.00168	0.07462	-0.00839
0.47500	0.00168	0.07492	-0.00809
0.48000	0.00137	0.07523	-0.00870
0.48500	0.00168	0.07492	-0.00839
0.49000	0.00137	0.07462	-0.00870
0.49500	0.00137	0.07492	-0.00839
0.50000	0.00137	0.07431	-0.00870
0.50500	0.00107	0.07492	-0.00839
0.51000	0.00168	0.07492	-0.00900
0.51500	0.00168	0.07462	-0.00900
0.52000	0.00137	0.07492	-0.00839
0.52500	0.00168	0.07462	-0.00870
0.53000	0.00168	0.07492	-0.00839
0.53500	0.00168	0.07492	-0.00870
0.54000	0.00168	0.07523	-0.00870
0.54500	0.00137	0.07492	-0.00900
0.55000	0.00168	0.07523	-0.00839
0.55500	0.00137	0.07523	-0.00870
0.56000	0.00137	0.07523	-0.00839
0.56500	0.00137	0.07492	-0.00870
0.57000	0.00107	0.07492	-0.00870
0.57500	0.00137	0.07492	-0.00870
0.58000	0.00137	0.07492	-0.00870
0.58500	0.00137	0.07462	-0.00839
0.59000	0.00076	0.07462	-0.00839
0.59500	0.00137	0.07492	-0.00870
0.60000	0.00107	0.07462	-0.00870
0.60500	0.00168	0.07523	-0.00839
0.61000	0.00137	0.07462	-0.00870
0.61500	0.00168	0.07431	-0.00900
0.62000	0.00107	0.07492	-0.00870
0.62500	0.00168	0.07492	-0.00870
0.63000	0.00137	0.07462	-0.00870
0.63500	0.00137	0.07462	-0.00870
0.64000	0.00168	0.07492	-0.00839
0.64500	0.00107	0.07462	-0.00870
0.65000	0.00137	0.07462	-0.00900
0.65500	0.00137	0.07462	-0.00900
0.66000	0.00168	0.07462	-0.00839
0.66500	0.00137	0.07462	-0.00870
0.67000	0.00137	0.07462	-0.00931
0.67500	0.00137	0.07492	-0.00870
0.68000	0.00168	0.07523	-0.00870
0.68500	0.00137	0.07553	-0.00870
0.69000	0.00137	0.07492	-0.00809
0.69500	0.00168	0.07492	-0.00870
0.70000	0.00168	0.07462	-0.00870
0.70500	0.00168	0.07492	-0.00809
0.71000	0.00137	0.07431	-0.00870
0.71500	0.00137	0.07492	-0.00870
0.72000	0.00137	0.07462	-0.00870
0.72500	0.00137	0.07492	-0.00870
0.73000	0.00137	0.07523	-0.00870
0.73500	0.00137	0.07523	-0.00839
0.74000	0.00168	0.07523	-0.00870
0.74500	0.00137	0.07523	-0.00870
0.75000	0.00137	0.07492	-0.00870
0.75500	0.00137	0.07492	-0.00870
0.76000	0.00107	0.07523	-0.00839
0.76500	0.00137	0.07492	-0.00870
0.77000	0.00137	0.07492	-0.00870
0.77500	0.00107	0.07492	-0.00839
0.78000	0.00107	0.07492	-0.00839
0.78500	0.00168	0.07492	-0.00900
0.79000	0.00137	0.07523	-0.00839
0.79500	0.00137	0.07462	-0.00931
0.80000	0.00137	0.07462	-0.00870
0.80500	0.00137	0.07523	-0.00839
