# cmd=mribg args=NULL Mricom v0.1
# timestamp=2020-07-05 19:21:44.278856
TIME	RESP	PULSOX	ECG
0.00000	0.00107	0.07462	-0.00870
0.00500	0.00046	0.07462	-0.00900
0.01000	0.00107	0.07401	-0.00931
0.01500	0.00076	0.07431	-0.00839
0.02000	0.00076	0.07462	-0.00931
0.02500	0.00107	0.07492	-0.00900
0.03000	0.00107	0.07431	-0.00870
0.03500	0.00137	0.07462	-0.00931
0.04000	0.00076	0.07492	-0.00870
0.04500	0.00107	0.07492	-0.00900
0.05000	0.00107	0.07462	-0.00931
0.05500	0.00076	0.07431	-0.00900
0.06000	0.00168	0.07431	-0.00931
0.06500	0.00107	0.07462	-0.00870
0.07000	0.00137	0.07462	-0.00900
0.07500	0.00107	0.07462	-0.00900
0.08000	0.00076	0.07492	-0.00900
0.08500	0.00107	0.07431	-0.00931
0.09000	0.00107	0.07462	-0.00900
0.09500	0.00107	0.07431	-0.00900
0.10000	0.00107	0.07462	-0.00870
0.10500	0.00107	0.07431	-0.00870
0.11000	0.00107	0.07431	-0.00900
0.11500	0.00137	0.07431	-0.00931
0.12000	0.00076	0.07462	-0.00870
0.12500	0.00107	0.07431	-0.00900
0.13000	0.00107	0.07462	-0.00931
0.13500	0.00107	0.07462	-0.00900
0.14000	0.00107	0.07431	-0.00900
0.14500	0.00107	0.07462	-0.00931
0.15000	0.00137	0.07431	-0.00961
0.15500	0.00107	0.07462	-0.00870
0.16000	0.00137	0.07462	-0.00870
0.16500	0.00107	0.07431	-0.00931
0.17000	0.00107	0.07462	-0.00900
0.17500	0.00107	0.07462	-0.00870
0.18000	0.00076	0.07431	-0.00900
0.18500	0.00046	0.07431	-0.00931
0.19000	0.00107	0.07462	-0.00931
0.19500	0.00137	0.07462	-0.00931
0.20000	0.00137	0.07431	-0.00900
0.20500	0.00076	0.07431	-0.00900
0.21000	0.00137	0.07462	-0.00931
0.21500	0.00076	0.07401	-0.00870
0.22000	0.00076	0.07462	-0.00931
0.22500	0.00076	0.07462	-0.00900
0.23000	0.00076	0.07431	-0.00900
0.23500	0.00076	0.07401	-0.00839
0.24000	0.00137	0.07431	-0.00839
0.24500	0.00107	0.07431	-0.00900
0.25000	0.00107	0.07431	-0.00900
0.25500	0.00107	0.07462	-0.00900
0.26000	0.00046	0.07462	-0.00870
0.26500	0.00076	0.07462	-0.00900
0.27000	0.00107	0.07462	-0.00931
0.27500	0.00107	0.07431	-0.00931
0.28000	0.00076	0.07431	-0.00931
0.28500	0.00107	0.07431	-0.00900
0.29000	0.00137	0.07431	-0.00900
0.29500	0.00137	0.07462	-0.00900
0.30000	0.00076	0.07401	-0.00931
0.30500	0.00076	0.07431	-0.00870
0.31000	0.00107	0.07462	-0.00931
0.31500	0.00107	0.07431	-0.00900
0.32000	0.00076	0.07431	-0.00900
0.32500	0.00137	0.07462	-0.00870
0.33000	0.00137	0.07431	-0.00870
0.33500	0.00107	0.07462	-0.00931
0.34000	0.00107	0.07431	-0.00900
0.34500	0.00107	0.07431	-0.00870
0.35000	0.00137	0.07462	-0.00900
0.35500	0.00107	0.07431	-0.00900
0.36000	0.00137	0.07431	-0.00900
0.36500	0.00076	0.07431	-0.00870
0.37000	0.00107	0.07462	-0.00870
0.37500	0.00107	0.07431	-0.00870
0.38000	0.00046	0.07401	-0.00900
0.38500	0.00107	0.07431	-0.00870
0.39000	0.00076	0.07462	-0.00900
0.39500	0.00046	0.07431	-0.00870
0.40000	0.00107	0.07492	-0.00931
0.40500	0.00137	0.07431	-0.00870
0.41000	0.00137	0.07401	-0.00870
0.41500	0.00107	0.07462	-0.00870
0.42000	0.00076	0.07462	-0.00931
0.42500	0.00107	0.07431	-0.00931
0.43000	0.00137	0.07431	-0.00931
0.43500	0.00107	0.07401	-0.00900
0.44000	0.00107	0.07431	-0.00931
0.44500	0.00076	0.07462	-0.00900
0.45000	0.00168	0.07431	-0.00931
0.45500	0.00107	0.07462	-0.00870
0.46000	0.00046	0.07462	-0.00870
0.46500	0.00076	0.07431	-0.00900
