# cmd=mribg args=NULL Mricom v0.1
# timestamp=2020-07-05 19:21:21.260701
TIME	RESP	PULSOX	ECG
0.42500	-0.00809	0.06455	-0.01907
0.43000	-0.00839	0.06485	-0.01938
0.43500	-0.00900	0.06424	-0.01877
0.44000	-0.00839	0.06455	-0.01877
0.44500	-0.00809	0.06485	-0.01907
0.45000	-0.00839	0.06485	-0.01846
0.45500	-0.00809	0.06516	-0.01846
0.46000	-0.00778	0.06485	-0.01846
0.46500	-0.00778	0.06546	-0.01846
0.47000	-0.00809	0.06485	-0.01846
0.47500	-0.00778	0.06485	-0.01877
0.48000	-0.00748	0.06516	-0.01877
0.48500	-0.00717	0.06577	-0.01785
0.49000	-0.00748	0.06577	-0.01816
0.49500	-0.00748	0.06577	-0.01816
0.50000	-0.00717	0.06638	-0.01755
0.50500	-0.00687	0.06577	-0.01755
0.51000	-0.00687	0.06607	-0.01755
0.51500	-0.00748	0.06546	-0.01755
0.52000	-0.00687	0.06607	-0.01724
0.52500	-0.00687	0.06638	-0.01755
0.53000	-0.00687	0.06668	-0.01724
0.53500	-0.00656	0.06668	-0.01694
0.54000	-0.00656	0.06668	-0.01694
0.54500	-0.00687	0.06668	-0.01694
0.55000	-0.00626	0.06668	-0.01694
0.55500	-0.00595	0.06668	-0.01663
0.56000	-0.00595	0.06668	-0.01694
0.56500	-0.00626	0.06699	-0.01663
0.57000	-0.00565	0.06729	-0.01633
0.57500	-0.00595	0.06668	-0.01633
0.58000	-0.00595	0.06668	-0.01663
0.58500	-0.00595	0.06729	-0.01602
0.59000	-0.00595	0.06729	-0.01633
0.59500	-0.00565	0.06760	-0.01633
0.60000	-0.00565	0.06760	-0.01602
0.60500	-0.00534	0.06729	-0.01602
0.61000	-0.00565	0.06729	-0.01572
0.61500	-0.00534	0.06760	-0.01572
0.62000	-0.00534	0.06790	-0.01572
0.62500	-0.00504	0.06760	-0.01511
0.63000	-0.00504	0.06760	-0.01541
0.63500	-0.00504	0.06790	-0.01541
0.64000	-0.00504	0.06790	-0.01541
0.64500	-0.00504	0.06790	-0.01572
0.65000	-0.00473	0.06790	-0.01541
0.65500	-0.00534	0.06790	-0.01511
0.66000	-0.00473	0.06851	-0.01541
0.66500	-0.00443	0.06790	-0.01541
0.67000	-0.00504	0.06851	-0.01511
0.67500	-0.00443	0.06821	-0.01480
0.68000	-0.00473	0.06851	-0.01450
0.68500	-0.00473	0.06851	-0.01511
0.69000	-0.00443	0.06882	-0.01450
0.69500	-0.00412	0.06851	-0.01480
0.70000	-0.00443	0.06882	-0.01480
0.70500	-0.00412	0.06882	-0.01450
0.71000	-0.00412	0.06912	-0.01450
0.71500	-0.00443	0.06912	-0.01450
0.72000	-0.00381	0.06882	-0.01450
0.72500	-0.00412	0.06851	-0.01450
0.73000	-0.00412	0.06912	-0.01419
0.73500	-0.00381	0.06943	-0.01389
0.74000	-0.00381	0.06882	-0.01450
0.74500	-0.00412	0.06943	-0.01389
0.75000	-0.00351	0.06912	-0.01419
0.75500	-0.00351	0.06912	-0.01389
0.76000	-0.00351	0.06973	-0.01389
0.76500	-0.00351	0.06943	-0.01450
0.77000	-0.00320	0.06882	-0.01389
0.77500	-0.00381	0.06943	-0.01389
0.78000	-0.00351	0.06943	-0.01389
0.78500	-0.00320	0.06943	-0.01389
0.79000	-0.00351	0.07004	-0.01358
0.79500	-0.00290	0.06973	-0.01358
0.80000	-0.00320	0.06973	-0.01358
0.80500	-0.00290	0.07034	-0.01358
0.81000	-0.00290	0.07004	-0.01328
0.81500	-0.00320	0.07004	-0.01297
0.82000	-0.00290	0.07034	-0.01328
0.82500	-0.00320	0.07004	-0.01358
0.83000	-0.00259	0.07004	-0.01297
0.83500	-0.00320	0.07065	-0.01358
0.84000	-0.00290	0.07034	-0.01297
0.84500	-0.00229	0.07034	-0.01297
0.85000	-0.00259	0.07034	-0.01266
0.85500	-0.00290	0.07004	-0.01297
0.86000	-0.00229	0.07034	-0.01297
0.86500	-0.00229	0.07095	-0.01297
0.87000	-0.00259	0.07034	-0.01266
0.87500	-0.00259	0.07034	-0.01297
0.88000	-0.00259	0.07095	-0.01266
0.88500	-0.00229	0.07034	-0.01266
0.89000	-0.00198	0.07065	-0.01266
0.89500	-0.00198	0.07126	-0.01236
0.90000	-0.00229	0.07034	-0.01266
0.90500	-0.00198	0.07126	-0.01236
0.91000	-0.00198	0.07126	-0.01236
0.91500	-0.00229	0.07126	-0.01236
0.92000	-0.00168	0.07126	-0.01266
0.92500	-0.00198	0.07095	-0.01236
0.93000	-0.00198	0.07095	-0.01236
0.93500	-0.00229	0.07095	-0.01236
0.94000	-0.00198	0.07126	-0.01236
0.94500	-0.00137	0.07126	-0.01236
0.95000	-0.00198	0.07156	-0.01205
0.95500	-0.00137	0.07095	-0.01175
0.96000	-0.00137	0.07065	-0.01236
0.96500	-0.00137	0.07156	-0.01266
0.97000	-0.00198	0.07126	-0.01205
0.97500	-0.00198	0.07187	-0.01175
0.98000	-0.00137	0.07156	-0.01205
0.98500	-0.00137	0.07218	-0.01205
0.99000	-0.00137	0.07156	-0.01205
0.99500	-0.00137	0.07156	-0.01205
1.00000	-0.00107	0.07156	-0.01144
1.00500	-0.00137	0.07187	-0.01175
1.01000	-0.00107	0.07187	-0.01144
1.01500	-0.00137	0.07156	-0.01175
1.02000	-0.00107	0.07187	-0.01144
1.02500	-0.00076	0.07156	-0.01205
1.03000	-0.00107	0.07156	-0.01144
1.03500	-0.00137	0.07187	-0.01144
1.04000	-0.00076	0.07218	-0.01144
1.04500	-0.00046	0.07187	-0.01144
1.05000	-0.00107	0.07248	-0.01144
1.05500	-0.00107	0.07248	-0.01144
1.06000	-0.00015	0.07187	-0.01175
1.06500	-0.00076	0.07248	-0.01083
1.07000	-0.00107	0.07218	-0.01083
1.07500	-0.00046	0.07218	-0.01083
1.08000	-0.00137	0.07248	-0.01114
1.08500	-0.00046	0.07248	-0.01083
1.09000	-0.00076	0.07248	-0.01144
1.09500	-0.00046	0.07248	-0.01144
1.10000	-0.00076	0.07279	-0.01083
1.10500	-0.00076	0.07279	-0.01053
1.11000	-0.00046	0.07218	-0.01053
1.11500	-0.00046	0.07248	-0.01083
1.12000	0.00015	0.07279	-0.01083
1.12500	-0.00046	0.07248	-0.01083
1.13000	-0.00015	0.07279	-0.01114
1.13500	-0.00046	0.07218	-0.01083
1.14000	-0.00046	0.07279	-0.01083
1.14500	-0.00046	0.07248	-0.01053
1.15000	-0.00015	0.07279	-0.01053
1.15500	-0.00046	0.07309	-0.01053
1.16000	0.00015	0.07309	-0.01022
1.16500	-0.00015	0.07309	-0.01114
1.17000	-0.00015	0.07309	-0.01083
1.17500	-0.00015	0.07309	-0.01083
1.18000	0.00015	0.07309	-0.01083
1.18500	0.00015	0.07309	-0.01083
1.19000	-0.00046	0.07309	-0.01053
1.19500	-0.00015	0.07279	-0.01053
1.20000	0.00015	0.07309	-0.01022
1.20500	0.00015	0.07279	-0.01053
1.21000	-0.00015	0.07309	-0.01022
1.21500	0.00015	0.07370	-0.01022
1.22000	0.00015	0.07309	-0.01022
1.22500	0.00015	0.07279	-0.00992
1.23000	0.00015	0.07340	-0.01022
1.23500	0.00015	0.07309	-0.01022
1.24000	0.00015	0.07340	-0.01022
1.24500	0.00046	0.07370	-0.01053
1.25000	0.00046	0.07340	-0.01022
1.25500	0.00015	0.07309	-0.01022
1.26000	0.00046	0.07340	-0.00992
1.26500	0.00046	0.07370	-0.01022
1.27000	0.00015	0.07370	-0.00961
1.27500	0.00076	0.07340	-0.00992
1.28000	0.00046	0.07370	-0.00992
1.28500	0.00015	0.07370	-0.00961
1.29000	0.00046	0.07431	-0.00961
1.29500	0.00046	0.07340	-0.00961
1.30000	0.00076	0.07340	-0.00992
1.30500	0.00046	0.07370	-0.00961
1.31000	0.00046	0.07340	-0.00961
1.31500	0.00046	0.07340	-0.01022
1.32000	0.00046	0.07401	-0.00931
1.32500	0.00076	0.07370	-0.00961
1.33000	0.00046	0.07370	-0.00992
1.33500	0.00046	0.07370	-0.00931
1.34000	0.00015	0.07370	-0.00931
1.34500	0.00076	0.07370	-0.00961
1.35000	0.00046	0.07370	-0.00961
1.35500	0.00046	0.07370	-0.00992
1.36000	0.00076	0.07431	-0.00961
1.36500	0.00137	0.07401	-0.00961
1.37000	0.00107	0.07431	-0.00961
1.37500	0.00076	0.07401	-0.00992
1.38000	0.00107	0.07431	-0.00961
1.38500	0.00076	0.07431	-0.00961
1.39000	0.00076	0.07431	-0.00961
1.39500	0.00076	0.07401	-0.00961
1.40000	0.00107	0.07401	-0.00900
1.40500	0.00107	0.07401	-0.00992
1.41000	0.00107	0.07401	-0.00900
1.41500	0.00076	0.07431	-0.00900
1.42000	0.00137	0.07401	-0.00961
1.42500	0.00076	0.07431	-0.00931
1.43000	0.00107	0.07401	-0.00961
1.43500	0.00076	0.07462	-0.00931
1.44000	0.00107	0.07401	-0.00900
1.44500	0.00107	0.07431	-0.00931
1.45000	0.00076	0.07431	-0.00931
1.45500	0.00107	0.07401	-0.00900
1.46000	0.00137	0.07431	-0.00900
1.46500	0.00137	0.07462	-0.00900
1.47000	0.00107	0.07431	-0.00900
1.47500	0.00137	0.07401	-0.00931
1.48000	0.00107	0.07401	-0.00870
1.48500	0.00107	0.07431	-0.00900
1.49000	0.00137	0.07462	-0.00900
1.49500	0.00137	0.07431	-0.00900
1.50000	0.00137	0.07462	-0.00900
1.50500	0.00137	0.07492	-0.00931
1.51000	0.00076	0.07462	-0.00900
1.51500	0.00137	0.07431	-0.00900
1.52000	0.00137	0.07462	-0.00900
1.52500	0.00137	0.07523	-0.00870
1.53000	0.00107	0.07462	-0.00839
1.53500	0.00137	0.07462	-0.00931
1.54000	0.00137	0.07431	-0.00900
1.54500	0.00107	0.07492	-0.00839
1.55000	0.00137	0.07462	-0.00900
1.55500	0.00137	0.07492	-0.00900
1.56000	0.00107	0.07492	-0.00900
1.56500	0.00137	0.07492	-0.00870
1.57000	0.00137	0.07492	-0.00870
1.57500	0.00137	0.07492	-0.00870
1.58000	0.00107	0.07462	-0.00870
1.58500	0.00168	0.07462	-0.00870
1.59000	0.00137	0.07492	-0.00870
1.59500	0.00168	0.07523	-0.00900
1.60000	0.00168	0.07492	-0.00900
1.60500	0.00137	0.07492	-0.00839
1.61000	0.00168	0.07462	-0.00931
1.61500	0.00168	0.07492	-0.00900
1.62000	0.00137	0.07492	-0.00870
1.62500	0.00107	0.07462	-0.00870
1.63000	0.00168	0.07462	-0.00870
1.63500	0.00168	0.07492	-0.00870
1.64000	0.00137	0.07462	-0.00839
1.64500	0.00137	0.07492	-0.00870
1.65000	0.00137	0.07523	-0.00870
1.65500	0.00168	0.07492	-0.00839
1.66000	0.00198	0.07523	-0.00900
1.66500	0.00137	0.07492	-0.00839
1.67000	0.00137	0.07523	-0.00839
1.67500	0.00137	0.07431	-0.00870
1.68000	0.00198	0.07492	-0.00839
1.68500	0.00168	0.07462	-0.00870
1.69000	0.00168	0.07492	-0.00870
1.69500	0.00137	0.07523	-0.00870
1.70000	0.00198	0.07431	-0.00870
1.70500	0.00198	0.07492	-0.00839
1.71000	0.00168	0.07492	-0.00870
1.71500	0.00137	0.07492	-0.00778
1.72000	0.00168	0.07523	-0.00870
1.72500	0.00198	0.07523	-0.00778
1.73000	0.00198	0.07523	-0.00809
1.73500	0.00198	0.07523	-0.00839
1.74000	0.00168	0.07523	-0.00839
1.74500	0.00198	0.07523	-0.00870
1.75000	0.00168	0.07523	-0.00839
1.75500	0.00229	0.07492	-0.00809
1.76000	0.00198	0.07523	-0.00809
1.76500	0.00198	0.07523	-0.00839
1.77000	0.00168	0.07523	-0.00839
1.77500	0.00198	0.07523	-0.00900
1.78000	0.00198	0.07553	-0.00839
1.78500	0.00229	0.07523	-0.00839
1.79000	0.00229	0.07492	-0.00809
1.79500	0.00198	0.07553	-0.00778
1.80000	0.00229	0.07523	-0.00809
1.80500	0.00229	0.07553	-0.00839
1.81000	0.00198	0.07523	-0.00778
1.81500	0.00198	0.07584	-0.00778
1.82000	0.00229	0.07553	-0.00839
1.82500	0.00229	0.07523	-0.00870
1.83000	0.00229	0.07523	-0.00809
1.83500	0.00229	0.07523	-0.00778
1.84000	0.00198	0.07584	-0.00839
1.84500	0.00229	0.07553	-0.00809
1.85000	0.00229	0.07523	-0.00809
1.85500	0.00168	0.07553	-0.00809
1.86000	0.00259	0.07553	-0.00839
1.86500	0.00198	0.07553	-0.00809
1.87000	0.00229	0.07553	-0.00778
1.87500	0.00229	0.07553	-0.00809
1.88000	0.00229	0.07523	-0.00809
1.88500	0.00229	0.07553	-0.00809
1.89000	0.00198	0.07553	-0.00839
1.89500	0.00198	0.07523	-0.00809
1.90000	0.00198	0.07553	-0.00809
1.90500	0.00198	0.07553	-0.00748
1.91000	0.00229	0.07523	-0.00809
1.91500	0.00259	0.07523	-0.00809
1.92000	0.00259	0.07553	-0.00809
1.92500	0.00229	0.07553	-0.00809
1.93000	0.00229	0.07553	-0.00809
1.93500	0.00198	0.07553	-0.00778
1.94000	0.00229	0.07584	-0.00809
1.94500	0.00168	0.07553	-0.00778
1.95000	0.00229	0.07553	-0.00778
1.95500	0.00229	0.07553	-0.00809
1.96000	0.00259	0.07553	-0.00809
1.96500	0.00229	0.07523	-0.00839
1.97000	0.00229	0.07523	-0.00778
1.97500	0.00198	0.07553	-0.00809
1.98000	0.00168	0.07584	-0.00778
1.98500	0.00290	0.07553	-0.00809
1.99000	0.00229	0.07614	-0.00778
1.99500	0.00229	0.07584	-0.00809
2.00000	0.00229	0.07553	-0.00839
2.00500	0.00259	0.07553	-0.00809
2.01000	0.00229	0.07553	-0.00778
2.01500	0.00229	0.07584	-0.00778
2.02000	0.00229	0.07553	-0.00778
2.02500	0.00229	0.07584	-0.00778
2.03000	0.00229	0.07553	-0.00778
2.03500	0.00198	0.07584	-0.00778
2.04000	0.00229	0.07584	-0.00748
2.04500	0.00259	0.07614	-0.00778
2.05000	0.00229	0.07553	-0.00839
2.05500	0.00229	0.07553	-0.00778
2.06000	0.00259	0.07553	-0.00778
2.06500	0.00259	0.07584	-0.00778
2.07000	0.00168	0.07553	-0.00778
2.07500	0.00259	0.07553	-0.00778
2.08000	0.00229	0.07584	-0.00778
2.08500	0.00290	0.07553	-0.00778
2.09000	0.00290	0.07553	-0.00778
2.09500	0.00198	0.07584	-0.00748
2.10000	0.00290	0.07584	-0.00778
2.10500	0.00290	0.07553	-0.00778
2.11000	0.00259	0.07553	-0.00748
2.11500	0.00229	0.07584	-0.00809
2.12000	0.00259	0.07584	-0.00809
2.12500	0.00229	0.07584	-0.00778
2.13000	0.00229	0.07553	-0.00748
2.13500	0.00229	0.07523	-0.00748
2.14000	0.00259	0.07614	-0.00748
2.14500	0.00290	0.07553	-0.00748
2.15000	0.00229	0.07584	-0.00748
2.15500	0.00290	0.07553	-0.00778
2.16000	0.00229	0.07553	-0.00778
2.16500	0.00259	0.07584	-0.00778
2.17000	0.00229	0.07614	-0.00778
2.17500	0.00259	0.07584	-0.00748
2.18000	0.00229	0.07614	-0.00748
2.18500	0.00290	0.07553	-0.00778
2.19000	0.00229	0.07584	-0.00778
2.19500	0.00290	0.07584	-0.00778
2.20000	0.00259	0.07584	-0.00778
2.20500	0.00259	0.07553	-0.00778
2.21000	0.00290	0.07584	-0.00809
2.21500	0.00259	0.07584	-0.00748
2.22000	0.00259	0.07584	-0.00748
2.22500	0.00290	0.07614	-0.00778
2.23000	0.00290	0.07614	-0.00778
2.23500	0.00290	0.07614	-0.00748
2.24000	0.00229	0.07614	-0.00809
2.24500	0.00290	0.07584	-0.00809
2.25000	0.00259	0.07614	-0.00778
2.25500	0.00229	0.07645	-0.00748
2.26000	0.00290	0.07553	-0.00748
2.26500	0.00259	0.07584	-0.00717
2.27000	0.00290	0.07614	-0.00748
2.27500	0.00290	0.07584	-0.00748
2.28000	0.00229	0.07614	-0.00778
2.28500	0.00259	0.07584	-0.00778
2.29000	0.00290	0.07614	-0.00748
2.29500	0.00259	0.07614	-0.00778
2.30000	0.00229	0.07584	-0.00778
2.30500	0.00229	0.07584	-0.00717
2.31000	0.00290	0.07584	-0.00717
2.31500	0.00259	0.07584	-0.00748
2.32000	0.00259	0.07584	-0.00717
2.32500	0.00229	0.07614	-0.00748
2.33000	0.00351	0.07553	-0.00717
2.33500	0.00259	0.07584	-0.00717
2.34000	0.00290	0.07553	-0.00717
2.34500	0.00259	0.07584	-0.00748
2.35000	0.00259	0.07584	-0.00717
2.35500	0.00259	0.07553	-0.00778
2.36000	0.00290	0.07584	-0.00748
2.36500	0.00259	0.07584	-0.00748
2.37000	0.00320	0.07584	-0.00717
2.37500	0.00259	0.07584	-0.00748
2.38000	0.00259	0.07584	-0.00748
2.38500	0.00290	0.07614	-0.00778
2.39000	0.00259	0.07645	-0.00778
2.39500	0.00229	0.07584	-0.00748
2.40000	0.00290	0.07584	-0.00809
2.40500	0.00290	0.07614	-0.00717
2.41000	0.00259	0.07645	-0.00717
2.41500	0.00290	0.07645	-0.00748
2.42000	0.00320	0.07584	-0.00748
2.42500	0.00290	0.07614	-0.00748
2.43000	0.00259	0.07584	-0.00778
2.43500	0.00259	0.07614	-0.00748
2.44000	0.00320	0.07614	-0.00748
2.44500	0.00290	0.07645	-0.00717
2.45000	0.00259	0.07553	-0.00717
2.45500	0.00229	0.07675	-0.00748
2.46000	0.00229	0.07584	-0.00717
2.46500	0.00320	0.07584	-0.00748
2.47000	0.00290	0.07553	-0.00748
2.47500	0.00290	0.07645	-0.00778
2.48000	0.00290	0.07584	-0.00748
2.48500	0.00290	0.07614	-0.00809
2.49000	0.00259	0.07553	-0.00778
2.49500	0.00198	0.07614	-0.00748
2.50000	0.00259	0.07614	-0.00748
2.50500	0.00320	0.07614	-0.00748
2.51000	0.00320	0.07614	-0.00809
2.51500	0.00229	0.07614	-0.00778
2.52000	0.00229	0.07584	-0.00748
2.52500	0.00229	0.07614	-0.00748
2.53000	0.00259	0.07553	-0.00717
2.53500	0.00259	0.07645	-0.00748
2.54000	0.00259	0.07584	-0.00748
2.54500	0.00290	0.07614	-0.00748
2.55000	0.00259	0.07584	-0.00717
2.55500	0.00259	0.07645	-0.00748
2.56000	0.00229	0.07614	-0.00717
2.56500	0.00259	0.07584	-0.00687
2.57000	0.00320	0.07614	-0.00748
2.57500	0.00290	0.07614	-0.00748
