0,18
1,189
2,1000157
3,2000158
4,3000159
5,4000170
6,5000162
7,6000171
8,7000172
9,8000174
10,9000171
11,10000171
12,11000175
13,12000160
14,13000158
15,14000157
16,15000213
17,16000170
18,17000166
19,18000171
20,19000176
21,20000170
22,21000169
23,22000170
24,23000190
25,24000158
26,25000157
27,26000211
28,27000170
29,28000172
